[Header]
TITLE,resistivity_semiconductor.dat
BYAPP, Resistivity, 2.0, 1.0
INFO, , Sample1 Name
INFO, 2.0, Sample1 Cross Section
INFO, 2.0, Sample1 Length
INFO, 2.0, Sample2 Cross Section
INFO, 2.0, Sample2 Length
[Data]
Comment,Time Stamp (sec),Status (code),Temperature (K),Magnetic Field (Oe),Sample Position (degrees),Bridge 1 Resistivity (Ohm-m),Bridge 2 Resistivity (Ohm-m),Number of Readings,Bridge 1 Resistance (Ohms),Bridge 2 Resistance (Ohms)
,0,,259.000000,0.0000,90.0,1.4635688708e-04,7.6146954439e-07,25,1.4635688708e-01,7.6146954439e-04
,0,,258.000000,0.0000,90.0,1.4898357407e-04,7.5684786262e-07,25,1.4898357407e-01,7.5684786262e-04
,0,,257.000000,0.0000,90.0,1.4971684478e-04,7.5657862361e-07,25,1.4971684478e-01,7.5657862361e-04
,0,,256.000000,0.0000,90.0,1.5123072397e-04,7.5522866003e-07,25,1.5123072397e-01,7.5522866003e-04
,0,,255.000000,0.0000,90.0,1.5416154085e-04,7.5529914273e-07,25,1.5416154085e-01,7.5529914273e-04
,0,,254.000000,0.0000,90.0,1.5560217732e-04,7.5349643236e-07,25,1.5560217732e-01,7.5349643236e-04
,0,,253.000000,0.0000,90.0,1.5692254814e-04,7.5613059108e-07,25,1.5692254814e-01,7.5613059108e-04
,0,,252.000000,0.0000,90.0,1.5783492884e-04,7.5121608964e-07,25,1.5783492884e-01,7.5121608964e-04
,0,,251.000000,0.0000,90.0,1.6014868778e-04,7.5163530360e-07,25,1.6014868778e-01,7.5163530360e-04
,0,,250.000000,0.0000,90.0,1.6276698099e-04,7.5154243576e-07,25,1.6276698099e-01,7.5154243576e-04
,0,,249.000000,0.0000,90.0,1.6309802432e-04,7.4839112582e-07,25,1.6309802432e-01,7.4839112582e-04
,0,,248.000000,0.0000,90.0,1.6524765194e-04,7.4593765846e-07,25,1.6524765194e-01,7.4593765846e-04
,0,,247.000000,0.0000,90.0,1.6860395202e-04,7.4461788270e-07,25,1.6860395202e-01,7.4461788270e-04
,0,,246.000000,0.0000,90.0,1.6963758369e-04,7.4439935502e-07,25,1.6963758369e-01,7.4439935502e-04
,0,,245.000000,0.0000,90.0,1.7193001613e-04,7.4579052674e-07,25,1.7193001613e-01,7.4579052674e-04
,0,,244.000000,0.0000,90.0,1.7356242502e-04,7.4382999494e-07,25,1.7356242502e-01,7.4382999494e-04
,0,,243.000000,0.0000,90.0,1.7614465285e-04,7.4092324096e-07,25,1.7614465285e-01,7.4092324096e-04
,0,,242.000000,0.0000,90.0,1.7724893375e-04,7.3951443494e-07,25,1.7724893375e-01,7.3951443494e-04
,0,,241.000000,0.0000,90.0,1.8048946087e-04,7.4034740194e-07,25,1.8048946087e-01,7.4034740194e-04
,0,,240.000000,0.0000,90.0,1.8138059676e-04,7.3906965705e-07,25,1.8138059676e-01,7.3906965705e-04
,0,,239.000000,0.0000,90.0,1.8554996611e-04,7.3876173246e-07,25,1.8554996611e-01,7.3876173246e-04
,0,,238.000000,0.0000,90.0,1.8691251611e-04,7.3902991256e-07,25,1.8691251611e-01,7.3902991256e-04
,0,,237.000000,0.0000,90.0,1.8874570474e-04,7.3546842935e-07,25,1.8874570474e-01,7.3546842935e-04
,0,,236.000000,0.0000,90.0,1.9092542780e-04,7.3521736907e-07,25,1.9092542780e-01,7.3521736907e-04
,0,,235.000000,0.0000,90.0,1.9224890132e-04,7.4071124142e-07,25,1.9224890132e-01,7.4071124142e-04
,0,,234.000000,0.0000,90.0,1.9654142573e-04,7.3425606289e-07,25,1.9654142573e-01,7.3425606289e-04
,0,,233.000000,0.0000,90.0,1.9839555449e-04,7.3126357200e-07,25,1.9839555449e-01,7.3126357200e-04
,0,,232.000000,0.0000,90.0,2.0166308071e-04,7.3158966426e-07,25,2.0166308071e-01,7.3158966426e-04
,0,,231.000000,0.0000,90.0,2.0401273719e-04,7.2795722310e-07,25,2.0401273719e-01,7.2795722310e-04
,0,,230.000000,0.0000,90.0,2.0664151399e-04,7.3438065954e-07,25,2.0664151399e-01,7.3438065954e-04
,0,,229.000000,0.0000,90.0,2.0897213675e-04,7.3074950147e-07,25,2.0897213675e-01,7.3074950147e-04
,0,,228.000000,0.0000,90.0,2.1198417945e-04,7.3041373614e-07,25,2.1198417945e-01,7.3041373614e-04
,0,,227.000000,0.0000,90.0,2.1552044179e-04,7.2713445074e-07,25,2.1552044179e-01,7.2713445074e-04
,0,,226.000000,0.0000,90.0,2.1740249367e-04,7.2662455056e-07,25,2.1740249367e-01,7.2662455056e-04
,0,,225.000000,0.0000,90.0,2.2079806660e-04,7.2365606031e-07,25,2.2079806660e-01,7.2365606031e-04
,0,,224.000000,0.0000,90.0,2.2414802535e-04,7.2493900526e-07,25,2.2414802535e-01,7.2493900526e-04
,0,,223.000000,0.0000,90.0,2.2637803465e-04,7.2275818275e-07,25,2.2637803465e-01,7.2275818275e-04
,0,,222.000000,0.0000,90.0,2.3221567763e-04,7.2376926350e-07,25,2.3221567763e-01,7.2376926350e-04
,0,,221.000000,0.0000,90.0,2.3355703167e-04,7.2643147117e-07,25,2.3355703167e-01,7.2643147117e-04
,0,,220.000000,0.0000,90.0,2.3653271494e-04,7.1464999510e-07,25,2.3653271494e-01,7.1464999510e-04
,0,,219.000000,0.0000,90.0,2.3892934372e-04,7.1572241474e-07,25,2.3892934372e-01,7.1572241474e-04
,0,,218.000000,0.0000,90.0,2.4402459617e-04,7.2010307146e-07,25,2.4402459617e-01,7.2010307146e-04
,0,,217.000000,0.0000,90.0,2.4583873157e-04,7.1940319124e-07,25,2.4583873157e-01,7.1940319124e-04
,0,,216.000000,0.0000,90.0,2.5022795789e-04,7.1655082205e-07,25,2.5022795789e-01,7.1655082205e-04
,0,,215.000000,0.0000,90.0,2.5530171906e-04,7.1592734749e-07,25,2.5530171906e-01,7.1592734749e-04
,0,,214.000000,0.0000,90.0,2.5884021626e-04,7.1436627239e-07,25,2.5884021626e-01,7.1436627239e-04
,0,,213.000000,0.0000,90.0,2.6191973896e-04,7.1359510593e-07,25,2.6191973896e-01,7.1359510593e-04
,0,,212.000000,0.0000,90.0,2.6768671462e-04,7.1397841154e-07,25,2.6768671462e-01,7.1397841154e-04
,0,,211.000000,0.0000,90.0,2.7321418905e-04,7.1331053501e-07,25,2.7321418905e-01,7.1331053501e-04
,0,,210.000000,0.0000,90.0,2.7598281798e-04,7.1354325626e-07,25,2.7598281798e-01,7.1354325626e-04
,0,,209.000000,0.0000,90.0,2.7998859032e-04,7.0625643115e-07,25,2.7998859032e-01,7.0625643115e-04
,0,,208.000000,0.0000,90.0,2.8239307572e-04,7.1071143663e-07,25,2.8239307572e-01,7.1071143663e-04
,0,,207.000000,0.0000,90.0,2.8943078327e-04,7.0879711684e-07,25,2.8943078327e-01,7.0879711684e-04
,0,,206.000000,0.0000,90.0,2.9340171291e-04,7.0673034866e-07,25,2.9340171291e-01,7.0673034866e-04
,0,,205.000000,0.0000,90.0,3.0026357756e-04,7.0570817434e-07,25,3.0026357756e-01,7.0570817434e-04
,0,,204.000000,0.0000,90.0,3.0257418587e-04,7.0308877820e-07,25,3.0257418587e-01,7.0308877820e-04
,0,,203.000000,0.0000,90.0,3.1002056975e-04,7.0070127212e-07,25,3.1002056975e-01,7.0070127212e-04
,0,,202.000000,0.0000,90.0,3.1159280795e-04,6.9716893037e-07,25,3.1159280795e-01,6.9716893037e-04
,0,,201.000000,0.0000,90.0,3.1817305958e-04,7.0268112459e-07,25,3.1817305958e-01,7.0268112459e-04
,0,,200.000000,0.0000,90.0,3.2512375157e-04,6.9840971803e-07,25,3.2512375157e-01,6.9840971803e-04
,0,,199.000000,0.0000,90.0,3.2949853807e-04,6.9876096442e-07,25,3.2949853807e-01,6.9876096442e-04
,0,,198.000000,0.0000,90.0,3.3650965274e-04,6.9681913698e-07,25,3.3650965274e-01,6.9681913698e-04
,0,,197.000000,0.0000,90.0,3.4248232869e-04,6.9540418690e-07,25,3.4248232869e-01,6.9540418690e-04
,0,,196.000000,0.0000,90.0,3.5085873771e-04,6.9105782643e-07,25,3.5085873771e-01,6.9105782643e-04
,0,,195.000000,0.0000,90.0,3.5551681686e-04,6.9288496438e-07,25,3.5551681686e-01,6.9288496438e-04
,0,,194.000000,0.0000,90.0,3.6275534360e-04,6.9351050890e-07,25,3.6275534360e-01,6.9351050890e-04
,0,,193.000000,0.0000,90.0,3.6918754572e-04,6.9410518859e-07,25,3.6918754572e-01,6.9410518859e-04
,0,,192.000000,0.0000,90.0,3.7600889315e-04,6.9405740000e-07,25,3.7600889315e-01,6.9405740000e-04
,0,,191.000000,0.0000,90.0,3.8138153769e-04,6.9297287184e-07,25,3.8138153769e-01,6.9297287184e-04
,0,,190.000000,0.0000,90.0,3.9014275861e-04,6.9078793386e-07,25,3.9014275861e-01,6.9078793386e-04
,0,,189.000000,0.0000,90.0,3.9990132583e-04,6.9132414893e-07,25,3.9990132583e-01,6.9132414893e-04
,0,,188.000000,0.0000,90.0,4.0833535429e-04,6.8335477846e-07,25,4.0833535429e-01,6.8335477846e-04
,0,,187.000000,0.0000,90.0,4.1285156719e-04,6.8898714956e-07,25,4.1285156719e-01,6.8898714956e-04
,0,,186.000000,0.0000,90.0,4.2097785659e-04,6.8562422399e-07,25,4.2097785659e-01,6.8562422399e-04
,0,,185.000000,0.0000,90.0,4.3325355691e-04,6.8679750848e-07,25,4.3325355691e-01,6.8679750848e-04
,0,,184.000000,0.0000,90.0,4.3868258403e-04,6.8493121082e-07,25,4.3868258403e-01,6.8493121082e-04
,0,,183.000000,0.0000,90.0,4.5001421132e-04,6.8313805421e-07,25,4.5001421132e-01,6.8313805421e-04
,0,,182.000000,0.0000,90.0,4.5849475097e-04,6.8228962660e-07,25,4.5849475097e-01,6.8228962660e-04
,0,,181.000000,0.0000,90.0,4.6632134442e-04,6.8125846487e-07,25,4.6632134442e-01,6.8125846487e-04
,0,,180.000000,0.0000,90.0,4.7716047111e-04,6.8080288499e-07,25,4.7716047111e-01,6.8080288499e-04
,0,,179.000000,0.0000,90.0,4.8963221429e-04,6.7718138011e-07,25,4.8963221429e-01,6.7718138011e-04
,0,,178.000000,0.0000,90.0,5.0072484633e-04,6.7872372248e-07,25,5.0072484633e-01,6.7872372248e-04
,0,,177.000000,0.0000,90.0,5.1091015493e-04,6.7847411345e-07,25,5.1091015493e-01,6.7847411345e-04
,0,,176.000000,0.0000,90.0,5.2203361672e-04,6.7542372761e-07,25,5.2203361672e-01,6.7542372761e-04
,0,,175.000000,0.0000,90.0,5.3459548161e-04,6.7488007382e-07,25,5.3459548161e-01,6.7488007382e-04
,0,,174.000000,0.0000,90.0,5.4870651063e-04,6.6919988273e-07,25,5.4870651063e-01,6.6919988273e-04
,0,,173.000000,0.0000,90.0,5.5910741158e-04,6.6893180362e-07,25,5.5910741158e-01,6.6893180362e-04
,0,,172.000000,0.0000,90.0,5.7197360562e-04,6.7246817213e-07,25,5.7197360562e-01,6.7246817213e-04
,0,,171.000000,0.0000,90.0,5.8656259965e-04,6.7289087505e-07,25,5.8656259965e-01,6.7289087505e-04
,0,,170.000000,0.0000,90.0,6.0133782699e-04,6.6441848213e-07,25,6.0133782699e-01,6.6441848213e-04
,0,,169.000000,0.0000,90.0,6.1342086986e-04,6.7203792062e-07,25,6.1342086986e-01,6.7203792062e-04
,0,,168.000000,0.0000,90.0,6.3371118226e-04,6.6810490355e-07,25,6.3371118226e-01,6.6810490355e-04
,0,,167.000000,0.0000,90.0,6.4358627848e-04,6.7123972694e-07,25,6.4358627848e-01,6.7123972694e-04
,0,,166.000000,0.0000,90.0,6.5885875366e-04,6.6649998585e-07,25,6.5885875366e-01,6.6649998585e-04
,0,,165.000000,0.0000,90.0,6.7998734585e-04,6.6535524916e-07,25,6.7998734585e-01,6.6535524916e-04
,0,,164.000000,0.0000,90.0,6.9534728185e-04,6.6305929241e-07,25,6.9534728185e-01,6.6305929241e-04
,0,,163.000000,0.0000,90.0,7.1851658869e-04,6.6187345056e-07,25,7.1851658869e-01,6.6187345056e-04
,0,,162.000000,0.0000,90.0,7.3227844206e-04,6.6180763625e-07,25,7.3227844206e-01,6.6180763625e-04
,0,,161.000000,0.0000,90.0,7.5541633765e-04,6.6056250008e-07,25,7.5541633765e-01,6.6056250008e-04
,0,,160.000000,0.0000,90.0,7.7405564675e-04,6.6090106526e-07,25,7.7405564675e-01,6.6090106526e-04
,0,,159.000000,0.0000,90.0,7.9712276970e-04,6.5649929682e-07,25,7.9712276970e-01,6.5649929682e-04
,0,,158.000000,0.0000,90.0,8.2037535208e-04,6.5776921292e-07,25,8.2037535208e-01,6.5776921292e-04
,0,,157.000000,0.0000,90.0,8.4354189878e-04,6.5346563745e-07,25,8.4354189878e-01,6.5346563745e-04
,0,,156.000000,0.0000,90.0,8.6548029854e-04,6.5673406368e-07,25,8.6548029854e-01,6.5673406368e-04
,0,,155.000000,0.0000,90.0,8.9534387062e-04,6.5552757940e-07,25,8.9534387062e-01,6.5552757940e-04
,0,,154.000000,0.0000,90.0,9.1973048203e-04,6.5528996615e-07,25,9.1973048203e-01,6.5528996615e-04
,0,,153.000000,0.0000,90.0,9.4968656655e-04,6.5634775390e-07,25,9.4968656655e-01,6.5634775390e-04
,0,,152.000000,0.0000,90.0,9.7707521697e-04,6.5079138993e-07,25,9.7707521697e-01,6.5079138993e-04
,0,,151.000000,0.0000,90.0,1.0072215898e-03,6.4710510605e-07,25,1.0072215898e+00,6.4710510605e-04
,0,,150.000000,0.0000,90.0,1.0373794213e-03,6.4906912997e-07,25,1.0373794213e+00,6.4906912997e-04
,0,,149.000000,0.0000,90.0,1.0699750620e-03,6.4990800778e-07,25,1.0699750620e+00,6.4990800778e-04
,0,,148.000000,0.0000,90.0,1.1045631983e-03,6.4513796510e-07,25,1.1045631983e+00,6.4513796510e-04
,0,,147.000000,0.0000,90.0,1.1390985218e-03,6.4541015111e-07,25,1.1390985218e+00,6.4541015111e-04
,0,,146.000000,0.0000,90.0,1.1778658694e-03,6.4667395563e-07,25,1.1778658694e+00,6.4667395563e-04
,0,,145.000000,0.0000,90.0,1.2138125321e-03,6.4640019406e-07,25,1.2138125321e+00,6.4640019406e-04
,0,,144.000000,0.0000,90.0,1.2635409334e-03,6.4346119529e-07,25,1.2635409334e+00,6.4346119529e-04
,0,,143.000000,0.0000,90.0,1.3047617385e-03,6.4012673965e-07,25,1.3047617385e+00,6.4012673965e-04
,0,,142.000000,0.0000,90.0,1.3451470944e-03,6.4384465641e-07,25,1.3451470944e+00,6.4384465641e-04
,0,,141.000000,0.0000,90.0,1.3876244777e-03,6.4001468828e-07,25,1.3876244777e+00,6.4001468828e-04
,0,,140.000000,0.0000,90.0,1.4412124110e-03,6.4219613174e-07,25,1.4412124110e+00,6.4219613174e-04
,0,,139.000000,0.0000,90.0,1.5028912048e-03,6.3779388114e-07,25,1.5028912048e+00,6.3779388114e-04
,0,,138.000000,0.0000,90.0,1.5536812691e-03,6.3298800854e-07,25,1.5536812691e+00,6.3298800854e-04
,0,,137.000000,0.0000,90.0,1.6154806555e-03,6.3765909066e-07,25,1.6154806555e+00,6.3765909066e-04
,0,,136.000000,0.0000,90.0,1.6793844901e-03,6.3143298576e-07,25,1.6793844901e+00,6.3143298576e-04
,0,,135.000000,0.0000,90.0,1.7391913277e-03,6.3431707211e-07,25,1.7391913277e+00,6.3431707211e-04
,0,,134.000000,0.0000,90.0,1.7914027297e-03,6.3267148505e-07,25,1.7914027297e+00,6.3267148505e-04
,0,,133.000000,0.0000,90.0,1.8770324841e-03,6.3451437994e-07,25,1.8770324841e+00,6.3451437994e-04
,0,,132.000000,0.0000,90.0,1.9545914973e-03,6.3100956557e-07,25,1.9545914973e+00,6.3100956557e-04
,0,,131.000000,0.0000,90.0,2.0364186639e-03,6.3078342901e-07,25,2.0364186639e+00,6.3078342901e-04
,0,,130.000000,0.0000,90.0,2.1144395509e-03,6.2805976343e-07,25,2.1144395509e+00,6.2805976343e-04
,0,,129.000000,0.0000,90.0,2.2093725010e-03,6.2928473895e-07,25,2.2093725010e+00,6.2928473895e-04
,0,,128.000000,0.0000,90.0,2.3162277449e-03,6.2713864575e-07,25,2.3162277449e+00,6.2713864575e-04
,0,,127.000000,0.0000,90.0,2.4158849216e-03,6.2765094282e-07,25,2.4158849216e+00,6.2765094282e-04
,0,,126.000000,0.0000,90.0,2.5201179295e-03,6.2429065265e-07,25,2.5201179295e+00,6.2429065265e-04
,0,,125.000000,0.0000,90.0,2.6178668877e-03,6.2441469847e-07,25,2.6178668877e+00,6.2441469847e-04
,0,,124.000000,0.0000,90.0,2.7527317200e-03,6.2432432265e-07,25,2.7527317200e+00,6.2432432265e-04
,0,,123.000000,0.0000,90.0,2.8800861874e-03,6.2359052686e-07,25,2.8800861874e+00,6.2359052686e-04
,0,,122.000000,0.0000,90.0,3.0193663043e-03,6.2236760890e-07,25,3.0193663043e+00,6.2236760890e-04
,0,,121.000000,0.0000,90.0,3.1504824617e-03,6.2195767124e-07,25,3.1504824617e+00,6.2195767124e-04
,0,,120.000000,0.0000,90.0,3.3113598623e-03,6.2325190616e-07,25,3.3113598623e+00,6.2325190616e-04
,0,,119.000000,0.0000,90.0,3.4742133287e-03,6.1920245841e-07,25,3.4742133287e+00,6.1920245841e-04
,0,,118.000000,0.0000,90.0,3.6492165745e-03,6.2014342883e-07,25,3.6492165745e+00,6.2014342883e-04
,0,,117.000000,0.0000,90.0,3.8515865700e-03,6.1820518467e-07,25,3.8515865700e+00,6.1820518467e-04
,0,,116.000000,0.0000,90.0,4.0286030738e-03,6.1319742479e-07,25,4.0286030738e+00,6.1319742479e-04
,0,,115.000000,0.0000,90.0,4.2637766730e-03,6.1633215987e-07,25,4.2637766730e+00,6.1633215987e-04
,0,,114.000000,0.0000,90.0,4.5127138260e-03,6.1069233306e-07,25,4.5127138260e+00,6.1069233306e-04
,0,,113.000000,0.0000,90.0,4.7398704583e-03,6.0989123745e-07,25,4.7398704583e+00,6.0989123745e-04
,0,,112.000000,0.0000,90.0,4.9960600144e-03,6.1159405616e-07,25,4.9960600144e+00,6.1159405616e-04
,0,,111.000000,0.0000,90.0,5.3144376756e-03,6.1003471144e-07,25,5.3144376756e+00,6.1003471144e-04
,0,,110.000000,0.0000,90.0,5.5980040495e-03,6.0941471039e-07,25,5.5980040495e+00,6.0941471039e-04
,0,,109.000000,0.0000,90.0,5.9679521970e-03,6.1341387295e-07,25,5.9679521970e+00,6.1341387295e-04
,0,,108.000000,0.0000,90.0,6.2786033690e-03,6.0750114005e-07,25,6.2786033690e+00,6.0750114005e-04
,0,,107.000000,0.0000,90.0,6.6908739888e-03,6.0912838786e-07,25,6.6908739888e+00,6.0912838786e-04
,0,,106.000000,0.0000,90.0,7.1329944306e-03,6.0880104582e-07,25,7.1329944306e+00,6.0880104582e-04
,0,,105.000000,0.0000,90.0,7.5605355279e-03,6.0502499711e-07,25,7.5605355279e+00,6.0502499711e-04
,0,,104.000000,0.0000,90.0,8.0718000744e-03,6.0201329301e-07,25,8.0718000744e+00,6.0201329301e-04
,0,,103.000000,0.0000,90.0,8.6215860871e-03,6.0085724062e-07,25,8.6215860871e+00,6.0085724062e-04
,0,,102.000000,0.0000,90.0,9.2767721755e-03,6.0275362776e-07,25,9.2767721755e+00,6.0275362776e-04
,0,,101.000000,0.0000,90.0,9.8310811946e-03,5.9990729468e-07,25,9.8310811946e+00,5.9990729468e-04
,0,,100.000000,0.0000,90.0,1.0619852576e-02,5.9913938695e-07,25,1.0619852576e+01,5.9913938695e-04
,0,,99.000000,0.0000,90.0,1.1358328363e-02,6.0004882700e-07,25,1.1358328363e+01,6.0004882700e-04
,0,,98.000000,0.0000,90.0,1.2217992505e-02,5.9913867949e-07,25,1.2217992505e+01,5.9913867949e-04
,0,,97.000000,0.0000,90.0,1.3095278153e-02,5.9594062634e-07,25,1.3095278153e+01,5.9594062634e-04
,0,,96.000000,0.0000,90.0,1.4045640601e-02,5.9591479687e-07,25,1.4045640601e+01,5.9591479687e-04
,0,,95.000000,0.0000,90.0,1.5247494160e-02,5.9435705261e-07,25,1.5247494160e+01,5.9435705261e-04
,0,,94.000000,0.0000,90.0,1.6469958685e-02,5.9183673621e-07,25,1.6469958685e+01,5.9183673621e-04
,0,,93.000000,0.0000,90.0,1.7959300030e-02,5.9210869828e-07,25,1.7959300030e+01,5.9210869828e-04
,0,,92.000000,0.0000,90.0,1.9295709823e-02,5.9093970881e-07,25,1.9295709823e+01,5.9093970881e-04
,0,,91.000000,0.0000,90.0,2.1023795247e-02,5.9231538740e-07,25,2.1023795247e+01,5.9231538740e-04
,0,,90.000000,0.0000,90.0,2.2734111840e-02,5.9091288783e-07,25,2.2734111840e+01,5.9091288783e-04
,0,,89.000000,0.0000,90.0,2.4934470563e-02,5.8868329232e-07,25,2.4934470563e+01,5.8868329232e-04
,0,,88.000000,0.0000,90.0,2.7386467365e-02,5.8935245194e-07,25,2.7386467365e+01,5.8935245194e-04
,0,,87.000000,0.0000,90.0,2.9841771739e-02,5.8683669720e-07,25,2.9841771739e+01,5.8683669720e-04
,0,,86.000000,0.0000,90.0,3.3003431699e-02,5.8839632686e-07,25,3.3003431699e+01,5.8839632686e-04
,0,,85.000000,0.0000,90.0,3.6192910274e-02,5.8502040599e-07,25,3.6192910274e+01,5.8502040599e-04
,0,,84.000000,0.0000,90.0,3.9911498955e-02,5.8470156766e-07,25,3.9911498955e+01,5.8470156766e-04
,0,,83.000000,0.0000,90.0,4.3903810118e-02,5.8125618439e-07,25,4.3903810118e+01,5.8125618439e-04
,0,,82.000000,0.0000,90.0,4.8789765298e-02,5.8267483393e-07,25,4.8789765298e+01,5.8267483393e-04
,0,,81.000000,0.0000,90.0,5.4293105307e-02,5.8016511310e-07,25,5.4293105307e+01,5.8016511310e-04
,0,,80.000000,0.0000,90.0,6.0487096490e-02,5.7937174705e-07,25,6.0487096490e+01,5.7937174705e-04
