[Header]
TITLE,thermal_transport_example
BYAPP,THERMAL_TRANSPORT,1.0,1.1
INFO,PPMS Thermal Transport Option Version: Release 1.1.5 Build 5,APPNAME
INFO,TTO_SYNTH,SAMPLE_MATERIAL
INFO,bulk,SAMPLE_COMMENT
INFO,2.5,SAMPLE_VLEAD_SEPARATION
INFO,2.5,SAMPLE_ILEAD_SEPARATION
INFO,2.8565,SAMPLE_CROSS_SECTION
INFO,38.545,SAMPLE_SURFACE_AREA
INFO,0.3,SAMPLE_EMISSIVITY
[Data]
Comment,Time Stamp (sec),Status (code),Error (code),Magnetic Field (Oe),Sample Temp. (K),Conductivity (W/K-m),Cond. Std.Dev.,Seebeck Coef. (µV/K),Seebeck Std.Dev.,Resistivity (Ohm-m),Resist Std.Dev.,Figure of Merit ZT,Merit Std.Dev.,Delta Temp. (K),Conductance (W/K),Raw Conductance (W/K),Seebeck Volt. (µV),Resistance (Ohm),Min. Temp. (K),Max. Temp. (K),Temp. Rise (K),Req. Htr Power (W),Heater Power (W),Rad. Loss (W),Cond. Pwr. (W),Heater Current (mA),Res. Drive (mA),Res. Freq (Hz),Period (sec),Period Ratio,tau1 (sec),tau2 (sec),Seebeck Gain,Resist. Gain,System Temp (K),Sample Position (deg),Bridge 1 Resistance (ohms),Bridge 1 Excitation (µA),Bridge 2 Resistance (ohms),Bridge 2 Excitation (µA),Bridge 3 Resistance (ohms),Bridge 3 Excitation (µA),Bridge 4 Resistance (ohms),Bridge 4 Excitation (µA),Signal 1 Vin (V),Signal 2 Vin (V),Digital Inputs (code),Drive 1 Iout (mA),Drive 1 Ipower (W),Drive 2 Iout (mA),Drive 2 Ipower (W),Pressure (),Map 20 (),Map 21 (),Map 22 (),Map 23 (),Map 24 (),Map 25 (),Map 26 (),Map 27 (),Map 28 (),Map 29 ()
,0,5906,0,0.0000,2.70000000e+02,7.96211546e+00,7.96211546e-02,2.70000000e+00,2.70000000e-02,9.05000000e-06,9.05000000e-08,2.73158200e-05,2.73158200e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.67000000e+02,8.04246426e+00,8.04246426e-02,2.67000000e+00,2.67000000e-02,8.96050000e-06,8.96050000e-08,2.64126758e-05,2.64126758e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.64000000e+02,8.12455808e+00,8.12455808e-02,2.64000000e+00,2.64000000e-02,8.87200000e-06,8.87200000e-08,2.55264546e-05,2.55264546e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.61000000e+02,8.20845775e+00,8.20845775e-02,2.61000000e+00,2.61000000e-02,8.78450000e-06,8.78450000e-08,2.46571517e-05,2.46571517e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.58000000e+02,8.29422704e+00,8.29422704e-02,2.58000000e+00,2.58000000e-02,8.69800000e-06,8.69800000e-08,2.38047594e-05,2.38047594e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.55000000e+02,8.38193275e+00,8.38193275e-02,2.55000000e+00,2.55000000e-02,8.61250000e-06,8.61250000e-08,2.29692669e-05,2.29692669e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.52000000e+02,8.47164499e+00,8.47164499e-02,2.52000000e+00,2.52000000e-02,8.52800000e-06,8.52800000e-08,2.21506606e-05,2.21506606e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.49000000e+02,8.56343733e+00,8.56343733e-02,2.49000000e+00,2.49000000e-02,8.44450000e-06,8.44450000e-08,2.13489233e-05,2.13489233e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.46000000e+02,8.65738701e+00,8.65738701e-02,2.46000000e+00,2.46000000e-02,8.36200000e-06,8.36200000e-08,2.05640346e-05,2.05640346e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.43000000e+02,8.75357519e+00,8.75357519e-02,2.43000000e+00,2.43000000e-02,8.28050000e-06,8.28050000e-08,1.97959703e-05,1.97959703e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.40000000e+02,8.85208719e+00,8.85208719e-02,2.40000000e+00,2.40000000e-02,8.20000000e-06,8.20000000e-08,1.90447024e-05,1.90447024e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.37000000e+02,8.95301273e+00,8.95301273e-02,2.37000000e+00,2.37000000e-02,8.12050000e-06,8.12050000e-08,1.83101990e-05,1.83101990e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.34000000e+02,9.05644628e+00,9.05644628e-02,2.34000000e+00,2.34000000e-02,8.04200000e-06,8.04200000e-08,1.75924242e-05,1.75924242e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.31000000e+02,9.16248730e+00,9.16248730e-02,2.31000000e+00,2.31000000e-02,7.96450000e-06,7.96450000e-08,1.68913374e-05,1.68913374e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.28000000e+02,9.27124060e+00,9.27124060e-02,2.28000000e+00,2.28000000e-02,7.88800000e-06,7.88800000e-08,1.62068938e-05,1.62068938e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.25000000e+02,9.38281670e+00,9.38281670e-02,2.25000000e+00,2.25000000e-02,7.81250000e-06,7.81250000e-08,1.55390438e-05,1.55390438e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.22000000e+02,9.49733222e+00,9.49733222e-02,2.22000000e+00,2.22000000e-02,7.73800000e-06,7.73800000e-08,1.48877329e-05,1.48877329e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.19000000e+02,9.61491029e+00,9.61491029e-02,2.19000000e+00,2.19000000e-02,7.66450000e-06,7.66450000e-08,1.42529014e-05,1.42529014e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.16000000e+02,9.73568098e+00,9.73568098e-02,2.16000000e+00,2.16000000e-02,7.59200000e-06,7.59200000e-08,1.36344844e-05,1.36344844e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.13000000e+02,9.85978185e+00,9.85978185e-02,2.13000000e+00,2.13000000e-02,7.52050000e-06,7.52050000e-08,1.30324116e-05,1.30324116e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.10000000e+02,9.98735841e+00,9.98735841e-02,2.10000000e+00,2.10000000e-02,7.45000000e-06,7.45000000e-08,1.24466070e-05,1.24466070e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.07000000e+02,1.01185648e+01,1.01185648e-01,2.07000000e+00,2.07000000e-02,7.38050000e-06,7.38050000e-08,1.18769885e-05,1.18769885e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.04000000e+02,1.02535642e+01,1.02535642e-01,2.04000000e+00,2.04000000e-02,7.31200000e-06,7.31200000e-08,1.13234682e-05,1.13234682e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,2.01000000e+02,1.03925298e+01,1.03925298e-01,2.01000000e+00,2.01000000e-02,7.24450000e-06,7.24450000e-08,1.07859519e-05,1.07859519e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.98000000e+02,1.05356453e+01,1.05356453e-01,1.98000000e+00,1.98000000e-02,7.17800000e-06,7.17800000e-08,1.02643387e-05,1.02643387e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.95000000e+02,1.06831060e+01,1.06831060e-01,1.95000000e+00,1.95000000e-02,7.11250000e-06,7.11250000e-08,9.75852134e-06,9.75852134e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.92000000e+02,1.08351193e+01,1.08351193e-01,1.92000000e+00,1.92000000e-02,7.04800000e-06,7.04800000e-08,9.26838559e-06,9.26838559e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.89000000e+02,1.09919059e+01,1.09919059e-01,1.89000000e+00,1.89000000e-02,6.98450000e-06,6.98450000e-08,8.79381023e-06,8.79381023e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.86000000e+02,1.11537009e+01,1.11537009e-01,1.86000000e+00,1.86000000e-02,6.92200000e-06,6.92200000e-08,8.33466685e-06,8.33466685e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.83000000e+02,1.13207547e+01,1.13207547e-01,1.83000000e+00,1.83000000e-02,6.86050000e-06,6.86050000e-08,7.89081969e-06,7.89081969e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.80000000e+02,1.14933348e+01,1.14933348e-01,1.80000000e+00,1.80000000e-02,6.80000000e-06,6.80000000e-08,7.46212544e-06,7.46212544e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.77000000e+02,1.16717264e+01,1.16717264e-01,1.77000000e+00,1.77000000e-02,6.74050000e-06,6.74050000e-08,7.04843318e-06,7.04843318e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.74000000e+02,1.18562347e+01,1.18562347e-01,1.74000000e+00,1.74000000e-02,6.68200000e-06,6.68200000e-08,6.64958413e-06,6.64958413e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.71000000e+02,1.20471861e+01,1.20471861e-01,1.71000000e+00,1.71000000e-02,6.62450000e-06,6.62450000e-08,6.26541161e-06,6.26541161e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.68000000e+02,1.22449302e+01,1.22449302e-01,1.68000000e+00,1.68000000e-02,6.56800000e-06,6.56800000e-08,5.89574086e-06,5.89574086e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.65000000e+02,1.24498420e+01,1.24498420e-01,1.65000000e+00,1.65000000e-02,6.51250000e-06,6.51250000e-08,5.54038898e-06,5.54038898e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.62000000e+02,1.26623239e+01,1.26623239e-01,1.62000000e+00,1.62000000e-02,6.45800000e-06,6.45800000e-08,5.19916483e-06,5.19916483e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.59000000e+02,1.28828083e+01,1.28828083e-01,1.59000000e+00,1.59000000e-02,6.40450000e-06,6.40450000e-08,4.87186895e-06,4.87186895e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.56000000e+02,1.31117608e+01,1.31117608e-01,1.56000000e+00,1.56000000e-02,6.35200000e-06,6.35200000e-08,4.55829355e-06,4.55829355e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.53000000e+02,1.33496825e+01,1.33496825e-01,1.53000000e+00,1.53000000e-02,6.30050000e-06,6.30050000e-08,4.25822241e-06,4.25822241e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.50000000e+02,1.35971141e+01,1.35971141e-01,1.50000000e+00,1.50000000e-02,6.25000000e-06,6.25000000e-08,3.97143096e-06,3.97143096e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.47000000e+02,1.38546398e+01,1.38546398e-01,1.47000000e+00,1.47000000e-02,6.20050000e-06,6.20050000e-08,3.69768621e-06,3.69768621e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.44000000e+02,1.41228909e+01,1.41228909e-01,1.44000000e+00,1.44000000e-02,6.15200000e-06,6.15200000e-08,3.43674687e-06,3.43674687e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.41000000e+02,1.44025513e+01,1.44025513e-01,1.41000000e+00,1.41000000e-02,6.10450000e-06,6.10450000e-08,3.18836335e-06,3.18836335e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.38000000e+02,1.46943627e+01,1.46943627e-01,1.38000000e+00,1.38000000e-02,6.05800000e-06,6.05800000e-08,2.95227790e-06,2.95227790e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.35000000e+02,1.49991302e+01,1.49991302e-01,1.35000000e+00,1.35000000e-02,6.01250000e-06,6.01250000e-08,2.72822472e-06,2.72822472e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.32000000e+02,1.53177298e+01,1.53177298e-01,1.32000000e+00,1.32000000e-02,5.96800000e-06,5.96800000e-08,2.51593011e-06,2.51593011e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.29000000e+02,1.56511155e+01,1.56511155e-01,1.29000000e+00,1.29000000e-02,5.92450000e-06,5.92450000e-08,2.31511267e-06,2.31511267e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.26000000e+02,1.60003277e+01,1.60003277e-01,1.26000000e+00,1.26000000e-02,5.88200000e-06,5.88200000e-08,2.12548350e-06,2.12548350e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.23000000e+02,1.63665034e+01,1.63665034e-01,1.23000000e+00,1.23000000e-02,5.84050000e-06,5.84050000e-08,1.94674649e-06,1.94674649e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.20000000e+02,1.67508868e+01,1.67508868e-01,1.20000000e+00,1.20000000e-02,5.80000000e-06,5.80000000e-08,1.77859858e-06,1.77859858e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.17000000e+02,1.71548412e+01,1.71548412e-01,1.17000000e+00,1.17000000e-02,5.76050000e-06,5.76050000e-08,1.62073011e-06,1.62073011e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.14000000e+02,1.75798636e+01,1.75798636e-01,1.14000000e+00,1.14000000e-02,5.72200000e-06,5.72200000e-08,1.47282518e-06,1.47282518e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.11000000e+02,1.80275995e+01,1.80275995e-01,1.11000000e+00,1.11000000e-02,5.68450000e-06,5.68450000e-08,1.33456203e-06,1.33456203e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.08000000e+02,1.84998609e+01,1.84998609e-01,1.08000000e+00,1.08000000e-02,5.64800000e-06,5.64800000e-08,1.20561354e-06,1.20561354e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.05000000e+02,1.89986460e+01,1.89986460e-01,1.05000000e+00,1.05000000e-02,5.61250000e-06,5.61250000e-08,1.08564764e-06,1.08564764e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,1.02000000e+02,1.95261610e+01,1.95261610e-01,1.02000000e+00,1.02000000e-02,5.57800000e-06,5.57800000e-08,9.74327900e-07,9.74327900e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,9.90000000e+01,2.00848451e+01,2.00848451e-01,9.90000000e-01,9.90000000e-03,5.54450000e-06,5.54450000e-08,8.71314033e-07,8.71314033e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,9.60000000e+01,2.06773972e+01,2.06773972e-01,9.60000000e-01,9.60000000e-03,5.51200000e-06,5.51200000e-08,7.76262522e-07,7.76262522e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,9.30000000e+01,2.13068058e+01,2.13068058e-01,9.30000000e-01,9.30000000e-03,5.48050000e-06,5.48050000e-08,6.88827244e-07,6.88827244e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,9.00000000e+01,2.19763803e+01,2.19763803e-01,9.00000000e-01,9.00000000e-03,5.45000000e-06,5.45000000e-08,6.08660143e-07,6.08660143e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,8.70000000e+01,2.26897839e+01,2.26897839e-01,8.70000000e-01,8.70000000e-03,5.42050000e-06,5.42050000e-08,5.35411938e-07,5.35411938e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,8.40000000e+01,2.34510654e+01,2.34510654e-01,8.40000000e-01,8.40000000e-03,5.39200000e-06,5.39200000e-08,4.68732856e-07,4.68732856e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,8.10000000e+01,2.42646881e+01,2.42646881e-01,8.10000000e-01,8.10000000e-03,5.36450000e-06,5.36450000e-08,4.08273407e-07,4.08273407e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,7.80000000e+01,2.51355488e+01,2.51355488e-01,7.80000000e-01,7.80000000e-03,5.33800000e-06,5.33800000e-08,3.53685183e-07,3.53685183e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,7.50000000e+01,2.60689795e+01,2.60689795e-01,7.50000000e-01,7.50000000e-03,5.31250000e-06,5.31250000e-08,3.04621686e-07,3.04621686e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,7.20000000e+01,2.70707170e+01,2.70707170e-01,7.20000000e-01,7.20000000e-03,5.28800000e-06,5.28800000e-08,2.60739173e-07,2.60739173e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,6.90000000e+01,2.81468159e+01,2.81468159e-01,6.90000000e-01,6.90000000e-03,5.26450000e-06,5.26450000e-08,2.21697538e-07,2.21697538e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,6.60000000e+01,2.93034657e+01,2.93034657e-01,6.60000000e-01,6.60000000e-03,5.24200000e-06,5.24200000e-08,1.87161192e-07,1.87161192e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,6.30000000e+01,3.05466483e+01,3.05466483e-01,6.30000000e-01,6.30000000e-03,5.22050000e-06,5.22050000e-08,1.56799973e-07,1.56799973e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,6.00000000e+01,3.18815288e+01,3.18815288e-01,6.00000000e-01,6.00000000e-03,5.20000000e-06,5.20000000e-08,1.30290055e-07,1.30290055e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,5.70000000e+01,3.33114070e+01,3.33114070e-01,5.70000000e-01,5.70000000e-03,5.18050000e-06,5.18050000e-08,1.07314872e-07,1.07314872e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,5.40000000e+01,3.48359445e+01,3.48359445e-01,5.40000000e-01,5.40000000e-03,5.16200000e-06,5.16200000e-08,8.75660359e-08,8.75660359e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,5.10000000e+01,3.64482075e+01,3.64482075e-01,5.10000000e-01,5.10000000e-03,5.14450000e-06,5.14450000e-08,7.07442557e-08,7.07442557e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,5906,0,0.0000,4.80000000e+01,3.81297875e+01,3.81297875e-01,4.80000000e-01,4.80000000e-03,5.12800000e-06,5.12800000e-08,5.65602488e-08,5.65602488e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
